action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1420724,[],CHEMBL833066,Inhibitory concentration against VEGFR(10 nM) by using [gamma-33P]-ATP as radioligand in pH 7.5,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ncnc2nn3ccccc3c12,,,CHEMBL1142784,Bioorg Med Chem Lett,2005,,CHEMBL181029,,CHEMBL181029,,0,http://www.openphacts.org/units/Nanomolar,365039,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.0
,,1420736,[],CHEMBL833066,Inhibitory concentration against VEGFR(10 nM) by using [gamma-33P]-ATP as radioligand in pH 7.5,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(Br)cc1)Nc1ncnc2nn3ccccc3c12,,,CHEMBL1142784,Bioorg Med Chem Lett,2005,"{'bei': '14.09', 'le': '0.31', 'lle': '1.72', 'sei': '6.41'}",CHEMBL178488,,CHEMBL178488,5.40,0,http://www.openphacts.org/units/Nanomolar,365081,=,1,1,=,,IC50,nM,,3980.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.98
,,1421223,[],CHEMBL833066,Inhibitory concentration against VEGFR(10 nM) by using [gamma-33P]-ATP as radioligand in pH 7.5,B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1cccc(NC(=O)Nc2ncnc3nn4ccccc4c23)c1,,,CHEMBL1142784,Bioorg Med Chem Lett,2005,"{'bei': '20.34', 'le': '0.37', 'lle': '3.91', 'sei': '6.20'}",CHEMBL178953,,CHEMBL178953,6.70,0,http://www.openphacts.org/units/Nanomolar,365065,=,1,1,=,,IC50,nM,,200.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.2
,,1423384,[],CHEMBL833066,Inhibitory concentration against VEGFR(10 nM) by using [gamma-33P]-ATP as radioligand in pH 7.5,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ncnc2nn3ccccc3c12,,,CHEMBL1142784,Bioorg Med Chem Lett,2005,"{'bei': '14.50', 'le': '0.27', 'lle': '1.46', 'sei': '6.41'}",CHEMBL179224,,CHEMBL179224,5.40,0,http://www.openphacts.org/units/Nanomolar,365028,=,1,1,=,,IC50,nM,,3980.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.98
,,1423396,[],CHEMBL833066,Inhibitory concentration against VEGFR(10 nM) by using [gamma-33P]-ATP as radioligand in pH 7.5,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(F)cc1)Nc1ncnc2nn3ccccc3c12,,,CHEMBL1142784,Bioorg Med Chem Lett,2005,"{'bei': '19.24', 'le': '0.35', 'lle': '3.14', 'sei': '7.36'}",CHEMBL359830,,CHEMBL359830,6.20,0,http://www.openphacts.org/units/Nanomolar,365098,=,1,1,=,,IC50,nM,,631.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.631
,,1462326,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccc(Nc2ncnn3cccc23)cc1Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL185637,,CHEMBL185637,,0,http://www.openphacts.org/units/Nanomolar,378498,>,1,1,>,,IC50,nM,,2500000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2500.0
,,1462331,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccn2ncnc(Nc3ccc(F)c(Cl)c3)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL188304,,CHEMBL188304,,0,http://www.openphacts.org/units/Nanomolar,378665,>,1,1,>,,IC50,nM,,2500000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2500.0
,,1462336,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL186080,,CHEMBL186080,,0,http://www.openphacts.org/units/Nanomolar,378684,>,1,1,>,,IC50,nM,,2500000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2500.0
,,1462341,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL184311,,CHEMBL184311,,0,http://www.openphacts.org/units/Nanomolar,378685,>,1,1,>,,IC50,nM,,2500000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2500.0
,,1462467,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Nc2ncnn3cccc23)cc1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL185853,,CHEMBL185853,,0,http://www.openphacts.org/units/Nanomolar,378707,=,1,1,=,,IC50,nM,,360000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,360.0
,,1462472,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,,,CHEMBL1138664,J Med Chem,2004,,CHEMBL188522,,CHEMBL188522,4.01,0,http://www.openphacts.org/units/Nanomolar,378708,=,1,1,=,,IC50,nM,,98000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,98.0
,,1462477,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL184750,,CHEMBL184750,,0,http://www.openphacts.org/units/Nanomolar,378335,=,1,1,=,,IC50,nM,,213000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,213.0
,,1462482,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL187431,,CHEMBL187431,,0,http://www.openphacts.org/units/Nanomolar,378336,=,1,1,=,,IC50,nM,,477000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,477.0
,,1462487,[],CHEMBL835731,Inhibition of VEGF-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138664,J Med Chem,2004,,CHEMBL186001,,CHEMBL186001,,0,http://www.openphacts.org/units/Nanomolar,378360,=,1,1,=,,IC50,nM,,310000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,310.0
,,1466796,[],CHEMBL832087,Inhibition of Vascular endothelial growth factor receptor,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,,,CHEMBL1138736,J Med Chem,2004,,CHEMBL189338,,CHEMBL189338,,0,http://www.openphacts.org/units/Nanomolar,379355,>,1,1,>,,IC50,nM,,1000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,1472513,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(Br)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL189072,,CHEMBL189072,6.21,0,http://www.openphacts.org/units/Nanomolar,381471,=,1,1,=,,IC50,nM,,610.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.61
,,1472518,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL187388,,CHEMBL187388,6.21,0,http://www.openphacts.org/units/Nanomolar,381045,=,1,1,=,,IC50,nM,,620.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.62
,,1472519,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CCc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL186218,,CHEMBL186218,6.20,0,http://www.openphacts.org/units/Nanomolar,381046,=,1,1,=,,IC50,nM,,630.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.63
,,1472520,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL189671,,CHEMBL189671,5.89,0,http://www.openphacts.org/units/Nanomolar,381069,=,1,1,=,,IC50,nM,,1300.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.3
,,1472521,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(C)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188611,,CHEMBL188611,5.57,0,http://www.openphacts.org/units/Nanomolar,381096,=,1,1,=,,IC50,nM,,2700.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.7
,,1472522,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL363071,,CHEMBL363071,5.70,0,http://www.openphacts.org/units/Nanomolar,381125,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.0
,,1472523,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cc(Cl)ccc1C(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL189040,,CHEMBL189040,5.50,0,http://www.openphacts.org/units/Nanomolar,381126,=,1,1,=,,IC50,nM,,3200.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.2
,,1472528,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188382,,CHEMBL188382,5.85,0,http://www.openphacts.org/units/Nanomolar,381162,=,1,1,=,,IC50,nM,,1400.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.4
,,1472533,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-],,,CHEMBL1138791,J Med Chem,2004,,CHEMBL186209,,CHEMBL186209,5.23,0,http://www.openphacts.org/units/Nanomolar,381193,=,1,1,=,,IC50,nM,,5900.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.9
,,1472534,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],,,CHEMBL1138791,J Med Chem,2004,,CHEMBL186707,,CHEMBL186707,4.96,0,http://www.openphacts.org/units/Nanomolar,381225,=,1,1,=,,IC50,nM,,11000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,11.0
,,1472535,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188572,,CHEMBL188572,4.89,0,http://www.openphacts.org/units/Nanomolar,381252,=,1,1,=,,IC50,nM,,13000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,13.0
,,1472638,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL189026,,CHEMBL189026,5.00,0,http://www.openphacts.org/units/Nanomolar,381253,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.0
,,1472639,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188197,,CHEMBL188197,,0,http://www.openphacts.org/units/Nanomolar,381281,>,1,1,>,,IC50,nM,,20000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,1472640,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188198,,CHEMBL188198,5.00,0,http://www.openphacts.org/units/Nanomolar,381282,=,1,1,=,,IC50,nM,,9900.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,9.9
,,1472641,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(O)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL187200,,CHEMBL187200,,0,http://www.openphacts.org/units/Nanomolar,381311,>,1,1,>,,IC50,nM,,15000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,15.0
,,1472642,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1.O=C(O)C(F)(F)F,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL1161726,,CHEMBL1199749,,0,http://www.openphacts.org/units/Nanomolar,381337,>,1,1,>,,IC50,nM,,15000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,15.0
,,1472643,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(OC)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL364356,,CHEMBL364356,,0,http://www.openphacts.org/units/Nanomolar,381365,>,1,1,>,,IC50,nM,,20000.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,1472644,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL185804,,CHEMBL185804,6.68,0,http://www.openphacts.org/units/Nanomolar,381366,=,1,1,=,,IC50,nM,,210.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.21
,,1473195,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188975,,CHEMBL188975,6.62,0,http://www.openphacts.org/units/Nanomolar,381165,=,1,1,=,,IC50,nM,,240.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.24
,,1473200,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1cccc(Br)c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL187192,,CHEMBL187192,6.60,0,http://www.openphacts.org/units/Nanomolar,381166,=,1,1,=,,IC50,nM,,250.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.25
,,1473201,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188715,,CHEMBL188715,6.46,0,http://www.openphacts.org/units/Nanomolar,381196,=,1,1,=,,IC50,nM,,350.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.35
,,1473332,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL189138,,CHEMBL189138,6.46,0,http://www.openphacts.org/units/Nanomolar,381197,=,1,1,=,,IC50,nM,,350.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.35
,,1473333,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL188687,,CHEMBL188687,6.44,0,http://www.openphacts.org/units/Nanomolar,381228,=,1,1,=,,IC50,nM,,360.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.36
,,1473338,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(F)c(Cl)c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL363735,,CHEMBL363735,6.39,0,http://www.openphacts.org/units/Nanomolar,381229,=,1,1,=,,IC50,nM,,410.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.41
,,1473346,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL185679,,CHEMBL185679,6.39,0,http://www.openphacts.org/units/Nanomolar,381257,=,1,1,=,,IC50,nM,,410.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.41
,,1473351,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1cccc(Cl)c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL187967,,CHEMBL187967,6.36,0,http://www.openphacts.org/units/Nanomolar,381285,=,1,1,=,,IC50,nM,,440.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.44
,,1473356,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL180882,,CHEMBL180882,6.34,0,http://www.openphacts.org/units/Nanomolar,381286,=,1,1,=,,IC50,nM,,460.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.46
,,1473471,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CSc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL364656,,CHEMBL364656,6.28,0,http://www.openphacts.org/units/Nanomolar,381314,=,1,1,=,,IC50,nM,,530.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.53
,,1473472,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL186038,,CHEMBL186038,6.25,0,http://www.openphacts.org/units/Nanomolar,381315,=,1,1,=,,IC50,nM,,560.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.56
,,1473473,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)c1,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL186516,,CHEMBL186516,6.12,0,http://www.openphacts.org/units/Nanomolar,381340,=,1,1,=,,IC50,nM,,750.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.75
,,1473478,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1ccc(Br)c(Br)c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL365284,,CHEMBL365284,6.04,0,http://www.openphacts.org/units/Nanomolar,381341,=,1,1,=,,IC50,nM,,910.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.91
,,1473483,[],CHEMBL835746,Inhibition of vascular endothelial growth factor (VEGF)-stimulated human umbilical vein endothelial cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Cl)cc1Cl,,,CHEMBL1138791,J Med Chem,2004,,CHEMBL365095,,CHEMBL365095,6.04,0,http://www.openphacts.org/units/Nanomolar,381369,=,1,1,=,,IC50,nM,,910.0,CHEMBL2095227,Homo sapiens,Vascular endothelial growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.91
